,Company,State,Type of breach,Type of organization,Total Records,Description of incident,Year,Latitude,Longitude
3412,"Cogent Healthcare, Inc.",Tennessee,PHYS,medical,32000.0,"Cogent Healthcare, Inc., a business associate (BA) providing management services for 24 providers of hospitalist services, submitted a breach report to HHS on behalf of these covered entities.  The BA's privacy officer found that protected health information (PHI) for which the BA was responsible was accessible on a File Transfer Protocol (FTP) Internet site.  The PHI involved in the breach affected approximately 32,151 individuals and included patients' names, physicians' names, dates of birth, diagnoses, treatment summaries, medical histories, medical record numbers and related information.
\
\OCR determined that the reporting entity is a BA and the incident occurred prior to the September 23, 2013, enforcement date.  OCR provided the BA with technical assistance regarding current HIPAA Privacy and Security Rule BA requirements.
\
\
Location of breached information: Network Server
Business associate present: Yes
",2013,40.760537,-73.97889
3413,St. Anthony's Physician Organization,Missouri,PHYS,medical,2600.0,"\N
Location of breached information: Laptop, Other Portable Electronic Device
Business associate present: No
",2013,40.760537,-73.97889
3414,Olson & White Orthodontics,Missouri,STAT,medical,10000.0,"The July 22 office theft of several computers resulted in the exposure of patient health information.  Names, addresses, X-rays, photos, and diagnostic findings were exposed.UPDATE (09/04/2013): Two desktops were stolen.  Social Security numbers were also exposed.",2013,38.810608,-90.699848
3415,Creative Banner Assemblies,Minnesota,HACK,online,232.0,"A website breach that occurred on June 1 and was discovered on July 22 resulted in the exposure of customer informaiton.  Names, addresses, phone numbers, unencrypted credit card information, and other information stored on temporary data files may have been accessed due to malicious code on the website.",2013,44.977753,-93.265011
3416,Kaiser Foundation Health Plan of the Northwest,Oregon,DISC,medical,647.0,"Over a period of about three and half years, an employee of Kaiser Foundation Health Plan of the Northwest, the covered entity (CE), accessed patient records either without a business need to know or beyond the minimum necessary for her job.  The impermissible access by the employee totaled 647 individuals. The type of protected health information involved in the breach included names and treatment information.  The CE provided breach notification to HHS and affected individuals.  Following the discovery of the breach the CE retrained employees.  After an intensive investigation, it terminated the employee and disciplined four others for related misconduct.  OCR obtained written assurances that the corrective actions were taken.
Location of breached information: Electronic Medical Record
Business associate present: No
",2013,40.760537,-73.97889
3417,Olson & White Orthodontics,Missouri,PHYS,medical,10000.0,"On July 22, 2013, two desktop computers that contained protected health information (PHI) were stolen from the covered entity (CE), Olson & White Orthodontics, during a break-in.  The names, addresses, dates of birth, social security numbers, claims information, diagnoses, and treatment information affecting 10,000 were reportedly disclosed. The CE utilized a system for encryption to protect its PHI; however, a software oversight may have resulted in some PHI being stored in an unencrypted manner on the stolen computers.  The CE provided breach notification to HHS, affected individuals, and the media and posted substitute notice on its website.  Following the breach, the CE reported the theft to the proper authorities, added offsite data backup storage, and improved physical safeguards.  Additionally, it retrained staff and eliminating office procedures that resulted in the storage of unencrypted PHI.  As a result of OCR’s investigation, the CE updated its uses and disclosures policy and provided training on the updated policy. The CE also provided OCR documentation of its corrective actions.
Location of breached information: Desktop Computer, Network Server
Business associate present: No
",2013,40.760537,-73.97889
3418,Janna Benkelman LPC LLC,Colorado,PHYS,medical,1500.0,"On August 1, 2013, the covered entity (CE), Dr. Benkelman, discovered that her unencrypted office laptop computer had been stolen from her unlocked office.  The resulting breach affected approximately 1,500 patients, and the electronic protected health information (ePHI) included demographic and mental health information (diagnoses/conditions).  The CE reported the theft to the police, and provided breach notification to HHS, the media, and affected individuals.  The CE also offered credit monitoring to affected individuals.  The CE closed the practice in the fall of 2013 due to the breach.    
Location of breached information: Laptop
Business associate present: No
",2013,40.760537,-73.97889
3419,St. Anthony,Missouri,PORT,medical,2600.0,"The July 29 car burglary of a laptop computer and flash drive resulted in the exposure of patient information.  Patient names, dates of birth, and other information contained in medical records were exposed.",2013,38.627003,-90.199404
3420,"Medical University of South Carolina (MUSC), Dreyer Medical Clinic, Blackhawk Consulting Group",South Carolina,HACK,medical,10000.0,"A hacker from outside of the United States accessed customer information from Blackhawk Consulting Group, a credit card processing vendor.  The information included financial information from customers who paid the Medical Univeristy of Southern Carolina with a credit card online or over the phone between June 30 and August 21. No patient information was accessed. Some of Blackhawk Consulting Group's other customers were affected and a total of 10,000 people may have had their information exposed.UPDATE (09/09/2013): Specifically, names, billing addresses, email addresses, payment card numbers, expiration dates, and CCV2 numbers were exposed by a Blackhhawk Consulting Group hack in August. ",2013,32.776475,-79.931051
3421,North Texas Comprehensive Spine and Pain Center,Texas,INSD,governmental,3000.0,"A former employee stole an external hard drive that contained the medical information of patients.  There has been no evidence that the information on the hard drive was improperly used.UPDATE (09/15/2013): Close to 3,000 patients were notified of the potential breach. Names, Social Security numbers, dates of birth, addresses, and diagnoses were exposed.",2013,33.635662,-96.608881
3422,"Boston Public School (BPS), Plastic Card Systems",Massachusetts,PORT,governmental,20000.0,Boston Public School students across 36 schools may have had their information compromised by the loss of a flash drive.  The flash drive was misplaced sometime around August 9 by BPS's ID card vendor Plastic Card Systems.,2013,42.360083,-71.05888
3423,"Conexis, State of Virginia",Virginia,DISC,educational,13000.0,Employees of the state of Virginia who are enrolled in the Commonwealth's 2014 Flexible Spending Account had their information exposed.  Conexis erroneously sent summary reports of Blue Cross/Blue Shield Flexible Spending Account Services to 11 state human resources and payroll employees.  The reports included participants from across the state rather than from specific locations related to the human resources and payroll employees' work.  The human resources and payroll employees who received information that was not intended for them signed a certification confirming that they had deleted or destroyed the information.,2013,37.229573,-80.413939
3424,Georgia Department of Labor,Georgia,DISC,governmental,4457.0,"An employee accidentally emailed a document with the names and Social Security numbers of 4,457 Cobb-Cherokee Career Center customers to 1,000 people.  Recipients were notified and instructed to delete the email immediately without reading it.UPDATE (09/06/2013): The employee who accidentally sent the email attachment was suspended. The Georgia Department of Labor is also reviewing its internal policies for handling sensitive information.",2013,33.952602,-84.549933
3425,Illinois Department of Healthcare and Family Services,Illinois,DISC,medical,3100.0,"A contractor sent Family Health Network ID cards to the wrong addresses in July of 2013.  A total of 3,100 clients had their names, Medicaid numbers, and dates of birth exposed.",2013,39.781721,-89.650148
3426,"ICS Collection Service, Inc.",Illinois,HACK,medical,1290.0,"\N
Location of breached information: Other
Business associate present: Yes
",2013,40.760537,-73.97889
3427,James A. Haley Veterans Hospital,Florida,INSD,medical,106.0,"A volunteer allegedly stole the names and Social Security numbers of 106 patients and used the information to file $550,000 worth of fraudulent tax returns.  The volunteer had a co-conspirator and the breach began in late January of 2012.  ",2013,27.950575,-82.457178
3428,"Hankyu Chung, M.D.",California,PHYS,medical,2182.0,"On June 17, 2013, two unencrypted laptop computers were stolen from the covered entity's facility in San Jose, California.  One of the laptops reportedly contained the electronic protected health information (ePHI) of approximately 2,182 individuals. In particular, the ePHI was included full names, home addresses, telephone numbers, date of birth information, and medical records.  The CE provided breach notification to HHS, affected individuals, and the media and established a website to assist potentially affected individuals.  The CE implemented measures to improve physical security and safeguard the ePHI it maintains. OCR provided substantive technical assistance and identified corrective actions that the CE must complete to comply with the Security Rule, which includes the following: conduct and monitor a comprehensive, enterprise-wide risk analysis as well as administer measures that support the results of that analysis, such as articulating policies and procedures and maintaining current business associated agreements. 
Location of breached information: Laptop
Business associate present: No
",2013,40.760537,-73.97889
3429,Office of Dr. Hankyu Chung,California,PORT,medical,2182.0,"A June 17 office burglary resulted in the theft of two laptops.  One of the laptops contained names, telephone numbers, dates of birth, visit dates, health complaints, physical examination notes, diagnoses, testing information, medication information, and other medical record information.  The thief or thieves were able to get into the office by opening an unlocked door.  No identity theft protection services are being offered to affected patients.UPDATE (11/08/2013): HHS received a report stating that 2,182 patients were affected by the breach.",2013,37.338208,-121.886329
3430,Pierce County Housing Authority,Washington,DISC,online,979.0,A human error resulted in the exposure of client information.  A client found a file with Social Security numbers on the website.  The site was shut down while the file was removed.  It is unclear how long the information was available and the error was caused by a former employee. ,2013,47.252877,-122.444291
3431,TrendNet,California,HACK,social,700.0,FTC fined TrendNet for having inadequate security practices and marketing their products to consumers as secure.  TrendNet's website was breached by a hacker or hackers.  This allowed them to bypass users' login credentials and access wireless camera feeds.  At least 700 people who purchased TrendNet security cameras had their live camera feeds hacked. Some of their feeds were published online by hackers.,2013,33.835849,-118.340629
3432,University of South Florida (USF) Health,Florida,INSD,educational,140.0,"Police searched the car of a University custodial employee and found USF Physicians Group patient billing information.  Names, Social Security numbers, and dates of birth had been exposed.  The employee no longer works for the University and patients were sent a notification letter in late July.",2013,27.950575,-82.457178
3433,PHMHS,Puerto Rico,PHYS,medical,5000.0,"Upon request, a subcontractor (PHM Software Solutions) of the covered entity's (CE) business associate (BA), PHM Healthcare Solutions, modified a software application the CE was utilizing  which led to the disclosure of electronic protected health information (ePHI) of 5,000 individuals on the Internet.  The ePHI included names, gender, member identification numbers, dates of birth, and consent forms.  The CE provided breach notification to HHS, the media, and affected individuals and posted substitute notice on its website.  Upon discovery of the breach, the BA removed the software application and placed it offline.  As a result of OCR's investigation, the CE had its BA to conduct a risk analysis and create a risk management plan to address any vulnerabilities identified in the risk analysis.  The breach incident involved a BA and occurred prior to the September 23, 2013, compliance date.  OCR provided technical assistance to assist the CE understand its obligations under the Privacy and Security Rules regarding BA agreements.  
Location of breached information: Network Server
Business associate present: Yes
",2013,40.760537,-73.97889
3434,Dermatology Associates of Tallahassee,Florida,PHYS,medical,915.0,"The Secret Service discovered patient information pages printed from the covered entity's (CE) electronic medical record system at a vacant home in South Georgia.  The breach affected 915 individuals whose names, dates of birth, insurance information, scheduling information, referring physicians, phone numbers and Social Security numbers were included on the printed pages.  The CE delayed sending notification based on a law enforcement request.  Once authorized to move forward, the CE timely sent breach notification to HHS, affected individuals, and the media.  The CE also posted notification about the breach  on its website.  In response to the breach, the CE implemented changes to its policies and procedures and increased its monitoring of user activity on its computer system.  OCR obtained assurances that the CE implemented the corrective actions listed above.
Location of breached information: Other Portable Electronic Device
Business associate present: No
",2013,40.760537,-73.97889
3435,MNsure,Minnesota,DISC,medical,2400.0,"An agency employee accidentally sent the information of 2,400 insurance agents to two other MNsure employees via email.  MNsure instructed the employees to delete the information.  Names, Social Security numbers, and addresses were part of the breach.UPDATE (12/12/2013): It was also discovered that the health insurance exchange has vulnerabilities that may allow hackers to see information travelling between a user's computer to the MNsure website.",2013,44.953703,-93.089958
3436,Advocate Health and Hospitals Corporation d/b/a Advocate Medical Group,Illinois,HACK,medical,2029.0,"Advocate Health Care Network (Advocate) has agreed to a settlement with the U.S. Department of Health and Human Services, Office for Civil Rights (OCR), for multiple potential violations of the Health Insurance Portability and Accountability Act (HIPAA) involving electronic protected health information (ePHI). Advocate has agreed to pay a settlement amount of $5.55 million and adopt a corrective action plan.  This significant settlement, the largest to-date against a single entity, is a result of the extent and duration of the alleged noncompliance (dating back to the inception of the Security Rule in some instances), the involvement of the State Attorney General in a corresponding investigation, and the large number of individuals whose information was affected by Advocate, one of the largest health systems in the country.
“We hope this settlement sends a strong message to covered entities that they must engage in a comprehensive risk analysis and risk management to ensure that individuals’ ePHI is secure,” said OCR Director Jocelyn Samuels. “This includes implementing physical, technical, and administrative security measures sufficient to reduce the risks to ePHI in all physical locations and on all portable devices to a reasonable and appropriate level.”
OCR began its investigation in 2013, when Advocate submitted three breach notification reports pertaining to separate and distinct incidents involving its subsidiary, Advocate Medical Group (""AMG""). The combined breaches affected the ePHI of approximately 4 million individuals.  The ePHI included demographic information, clinical information, health insurance information, patient names, addresses, credit card numbers and their expiration dates, and dates of birth. OCR’s investigations into these incidents revealed that Advocate failed to:
•conduct an accurate and thorough assessment of the potential risks and vulnerabilities to all of its ePHI;
•implement policies and procedures and facility access controls to limit physical access to the electronic information systems housed within a large data support center;
•obtain satisfactory assurances in the form of a written business associate contract that its business associate would appropriately safeguard all ePHI in its possession; and
•reasonably safeguard an unencrypted laptop when left in an unlocked vehicle overnight.
Advocate Health Care Network is the largest fully-integrated health care system in Illinois, with more than 250 treatment locations, including ten acute-care hospitals and two integrated children's hospitals. Its subsidiary, AMG, is a nonprofit physician-led medical group that provides primary care, medical imaging, outpatient and specialty services throughout the Chicago area and in Bloomington-Normal, Illinois.
Location of breached information: Network Server
Business associate present: Yes
",2013,40.760537,-73.97889
3437,Dreyer Medical Clinic,Illinois,HACK,medical,998.0,"\N
Location of breached information: Network Server
Business associate present: Yes
",2013,40.633125,-89.398528
3438,"NHC HealthCare, Oak Ridge",Tennessee,PHYS,medical,4268.0,"\N
Location of breached information: Other
Business associate present: No
",2013,40.760537,-73.97889
3439,"NHC HealthCare, Mauldin",South Carolina,PHYS,medical,4204.0,"\N
Location of breached information: Other
Business associate present: No
",2013,40.760537,-73.97889
3440,"South Shore Physicians, PC",New York,PHYS,medical,8000.0,"The protected health information (PHI) of approximately 8000 individuals was purposely taken by an employee for identity theft purposes.  The employee took copies of patients’ names, dates of birth, mailing addresses, social security numbers, bank account numbers, credit card numbers and medical information.  The covered entity (CE) had to wait in order to report the breach to OCR due to the criminal investigation by the New York City police and district attorney’s office. The CE hired a consultant to conduct an investigation, risk analysis, risk management plan. Additionally, the CE’s consultant reviewed its Privacy and Security Rule policies and procedures and retrained staff. Lastly, the CE notified the patients regarding this incident as required by the Breach Notification Rule.  OCR obtained assurances that the CE implemented the corrective actions listed above.
Location of breached information: Network Server
Business associate present: No
",2013,40.760537,-73.97889
3441,Dermatology Associates of Tallahassee,Florida,UNKN,medical,915.0,"\N
Location of breached information: Other
Business associate present: No
",2013,40.760537,-73.97889
3442,Minne-Tohe Health Center/Elbowoods Memorial Health Center,North Dakota,UNKN,medical,10000.0,"An October 1, 2011 breach resulted in the exposure of protected health information.",2013,47.980848,-102.49018
3443,"Logan Community Resources, Inc.",Indiana,UNKN,medical,2900.0,"An August 24, 2012 breach resulted in the exposure of patient information.",2013,41.676355,-86.25199
3444,"St. Francis Health Network, Advantage Health Solutions",Indiana,UNKN,medical,2575.0,Advantage Health Solutions and St. Francis Health Network (Franciscan Alliance ACO) were affected by a breach.,2013,39.768403,-86.158068
3445,"InfoCrossing, Inc.",Missouri,DISC,medical,25461.0,"\N
Location of breached information: Paper/Films
Business associate present: Yes
",2013,40.760537,-73.97889
3446,Sierra View District Hospital,California,DISC,medical,1009.0,"A workforce member of the covered entity (CE), Sierra View Medical Center, impermissibly accessed an internal hospital roster covering different departments over a period of several days between July and August 2013, which potentially affected the electronic protected health information (ePHI) of approximately one thousand nine (1,009) individuals. The ePHI included patients' names, room numbers, treating physicians' information, diagnoses, and medical record data, including treatment notes. The CE provided breach notification to HHS, affected individuals, and the media.  The CE investigated and determined that the employee had not used the information, despite impermissibly accessing it. The CE sanctioned the employee, implemented compliance actions to meet workforce security standards, including log-in monitoring. The CE also revised policies and procedures and conducted training on the security awareness standard.  OCR provided substantive technical assistance and identified corrective actions that the CE must complete to comply with the Security Rule, which includes the following: conduct and monitor a comprehensive, enterprise-wide risk analysis, update and monitor its risk management plan, and monitor its information access management to ensure adequate safeguards of ePHI.  
Location of breached information: Electronic Medical Record
Business associate present: No
",2013,40.760537,-73.97889
3447,Summit Community Care Clinic,Colorado,DISC,medical,921.0,"An administrative error led to the exposure of patient email addresses.  Email addresses were placed in the visible ""TO:"" field instead of the blind ""BCC:"" field.  The email was an invitation to a monthly patient advisory meeting and was sent on July 22.",2013,39.574431,-106.09752
3448,Columbia University Medical Center (CUMC),New York,DISC,medical,407.0,An Excel file with the names and Social Security numbers of 407 medical students was accidentally attached to an email that was sent to medical students interested in a residency match list.  The Excel column that contained the Social Security numbers was hidden and still accessible.  The issue was discovered in March for the 2013 list and it was later discovered that the same issue had occurred in 2008 and 2009.,2013,40.712784,-74.005941
3449,"Holy Cross Hospital, Inc.",Florida,PHYS,medical,9900.0,"An employee accessed and used protected health information (PHI) outside of her job duties to file fraudulent tax returns.  The PHI involved in the breach included the names, addresses and social security numbers of 9,900 individuals.  The covered entity (CE), Holy Cross Hospital, provided breach notification to HHS, affected individuals, and the media.  The CE retrained staff, disseminated educational material, and implemented an extensive risk management plan to bolster procedures for auditing and monitoring PHI use and access.  OCR obtained assurances that the CE implemented the corrective actions listed above.  The CE also terminated the employment of the involved employee.
Location of breached information: Desktop Computer, Network Server
Business associate present: No
",2013,40.760537,-73.97889
3450,Region Ten Community Services Board,Virginia,PHYS,medical,10228.0,"The covered entity (CE), Region Ten Community Services Board, reported that multiple employees had responded to an email, appearing to come from an internal sender, informing them that their mailboxes had exceeded limits and instructing them to follow a link to enter username and password.  A forensic investigation was conducted which did not show that any sensitive client information was compromised.  However, in an effort to mitigate any potential harm the CE sent notification to over 10,000 individuals, sent a press release to a local news station and also posted information about the occurrence on its website.  The CE engaged the services of a technology consulting firm and has provided OCR written assurance that it has implemented updates to its computer network including an additional firewall
Location of breached information: Email
Business associate present: No
",2013,40.760537,-73.97889
3451,Comprehensive Podiatry LLC,Ohio,PHYS,medical,1360.0,"\N
Location of breached information: Laptop
Business associate present: No
",2013,40.760537,-73.97889
3452,Santa Clara Valley Medical Center,California,PHYS,medical,579.0,"Location of breached information: Laptop
Business associate present: No
",2013,40.760537,-73.97889
3453,Virginia Polytechnic Institute and State University (Virginia Tech),Virginia,HACK,educational,144963.0,"The computer server of Virginia Tech's Department of Human Resources was accessed on August 28.  The information of people who applied online to Virginia Tech between 2003 and 2013 may have been accessed.  No Social Security numbers or financial information was exposed. A total of 16,642 job applicants had their driver's license numbers exposed.  The remaining job applicants had not submitted this information.",2013,37.229573,-80.413939
3454,State Farm,Illinois,INSD,financial,687.0,State Farm became aware of fraudulent charges on a customer's credit card a few days after the card was used to pay for insurance policies.  A former employee at an after-hours call center was found to have misused the credit card information of at least 11 customers.  The dishonest employee had also worked with 687 other customers.,2013,40.484203,-88.993687
3455,"Sarah Benjamin, DPM - Littleton Podiatry",Colorado,PHYS,medical,3512.0,"On August 27, 2013, an unencrypted laptop computer containing the protected health information (PHI) of 3,512 individuals was stolen from a locked supply closet at the covered entity’s (CE) facility.  The types of PHI involved in the breach likely included patients’ names, genders, addresses, telephone numbers, dates of birth, health insurance information, and medical records, including, appointment notes, diagnosis, treatments, surgery notes, lab test results, prescriptions, instructions, and other information relating to podiatric care.  The CE provided breach notification to HHS, affected individuals, and the media, and also contacted the police.  Following the breach, the CE conducted an enterprise-wide risk analysis, implemented a risk management plan, encrypted its workstations and devices, and improved physical safeguards.  The CE also implemented several other administrative and technical safeguards to ensure its compliance with the Security Rule.  OCR obtained assurances that the CE implemented the corrective actions listed above.
Location of breached information: Laptop
Business associate present: Yes
",2013,40.760537,-73.97889
3456,HOPE Family Health,Tennessee,PHYS,medical,6932.0,"\N
Location of breached information: Laptop
Business associate present: No
",2013,40.760537,-73.97889
3457,Carol L Patrick Ph. D.,Ohio,PHYS,medical,517.0,"On August 9, 2013, the covered entity (CE), Dr. Carol L. Patrick, discovered that her office was broken into and all the operational computers, network servers, and work stations were stolen. The stolen equipment contained the electronic protected health information (ePHI) of approximately 517 individuals and included clinical information, specifically psychological assessments, evaluations, letters, reports, and evaluations written on behalf of clients.  The CE provided breach notification to HHS, affected individuals, and the media, and filed a police report.  Following the breach, the CE improved physical safeguards by installing a security system with motion and fire protection and internal alarms.  The CE also installed encryption software and updated its privacy policy.  OCR obtained assurances that the CE implemented the corrective actions listed above.    
Location of breached information: Desktop Computer, Network Server
Business associate present: No
",2013,40.760537,-73.97889
3458,Denny's,Arizona,PHYS,social,200.0,"Job applications from a Denny's in Phoenix were found in a dumpster behind the Denny's.  The paperwork dated back to August of 2012.  The information included addresses, Social Security numbers, and other information normally found on job applications.  The manager said there was a mistake and that similar paperwork is usually shredded.",2013,33.448377,-112.074037
3459,Atlanta Center for Reproductive Medicine,Georgia,DISC,medical,654.0,Atlanta Center for Reproductive Medicine became aware of a breach on July 12.  The breach involved email and it is not clear exactly how patient information was exposed or what type of information was involved.,2013,33.748995,-84.387982
3460,R.T. Jones Capital Equities Management Inc.,Missouri,HACK,financial,800.0,"R.T. Jones learned of a cyber attack that occurred on July 22, 2013.  On August 7, 2013, it was discovered that an unauthorized party was able to access a database that contained names, Social Security numbers, and dates of birth.  At least 800 people were affected in Maryland.  It is unclear how many were affected nationwide.",2013,38.627003,-90.199404
3461,"Paul G. Klein, DPM",New Jersey,PHYS,medical,2500.0,"OCR opened an investigation of the covered entity (CE), Paul G. Klein DPM, after it reported that an encrypted and password protected laptop was stolen that contained the electronic protected health information (ePHI) of 2,500 individuals. The ePHI included names, addresses, dates of birth, social security numbers, diagnoses, lab test results, medications, medical notes, and treatment plans.  Upon discovery of the breach, the CE filed a police report to recover the stolen item. As a result of OCR’s investigation, the CE provided confirmation that there was encryption software and multi-layered password protection software installed on the stolen laptop.  OCR determined that the impermissible disclosure of ePHI did not constitute a breach under the HIPAA Rules and provided technical assistance to the CE regarding the requirements of the Breach Notification Rule.
Location of breached information: Laptop
Business associate present: No
",2013,40.760537,-73.97889
3462,"Accountable Care Organization of Puerto Rico, Inc. (ACO of Puerto Rico), PHM Healthcare Solutions",Puerto Rico,UNKN,medical,5000.0,A breach that involved either unauthorized access to ACO of Puerto Rico's network or an unintentional disclosure of patient information online occurred between March 5 and July 16 of 2013. ,2013,18.465539,-66.105736
3463,Dermatology Associates of Tallahassee,Florida,UNKN,medical,916.0,"A breach caused the exposure of patient information; Dermatology Associates of Tallahassee notified patients on September 4.  Patient names, Social Security numbers, addresses, and dates of birth were compromised.  It is unclear how the breach occurred.",2013,30.438256,-84.280733
3464,UnityPoint Health Affiliated,Iowa,DISC,medical,1825.0,"The covered entity (CE), UnityPoint Health, discovered that an office manager (from an independent private practice) was using physicians’ passwords to access patients’ protected health information (PHI).  The types of PHI involved in the breach included names, social security numbers, addresses, driver’s license numbers, dates of birth, diagnoses, lab results, and medications affecting approximately 1,825 individuals.  The CE provided breach notification to HHS, affected individuals, and the media, and contacted the proper authorities to investigate any possible criminal infractions.  The CE investigated the breach, which resulted in the office manager’s resignation from her job.  The CE also retrained the physicians who shared their passwords with the office manager and obtained written assurances they would no longer share passwords.  OCR obtained and reviewed the CE’s HIPAA compliance documentation.
Location of breached information: Electronic Medical Record
Business associate present: No
",2013,41.878003,-93.097702
3465,UnityPoint Health,Iowa,INSD,medical,1800.0,"A breach was discovered on August 8 during the course of a routine audit.  It was discovered that a contractor accessed UnityPoint's EMR system without a legitimate reason.  An employee gave computer passwords to an employee of another company that provides care to patients.  Names, medical insurance account numbers, home addresses, dates of birth and other health information was accessed between February of 2013 and August of 2013.  ",2013,41.577212,-93.711332
3466,TSYS Employee Health Plan,Georgia,PHYS,medical,5232.0,"TSYS Employee Health Plan, the covered entity (CE), discovered that an employee of the CE’s business associate (BA), Paragon Benefits, Inc., misappropriated a digital file that contained protected health information (PHI) for 5,232 beneficiaries.  The CE sent timely breach notification to HHS, to affected individuals, to the media and posted substitute notification on its website.  In response to the breach, the CE provided affected individuals with identity theft protection, credit monitoring, tax forms, contact information for the Federal Trade Commission, and instructions on how to put a credit freeze on a credit account.  OCR determined that the CE and BA had an effective BA agreement in place at the time of the breach.  The CE terminated its contract with the BA as of December 31, 2012, but the BA continues to provide services for outstanding claims that it submitted on the CE’s behalf.  The CE obtained assurances from the BA that additional security measures have been implemented.  OCR obtained assurances that the CE implemented the corrective actions listed above.
Location of breached information: Email
Business associate present: Yes
",2013,32.165622,-82.900075
3467,Santa Clara Valley Medical Center,California,PORT,medical,571.0,"The theft of an unencrypted laptop from the audiology department of Santa Clara Valley Medical Center resulted in the exposure of patient names, medical record numbers, dates of birth, ages, sex, dates of service, and brainwave tests.  The theft was discovered on September 16.",2013,37.338208,-121.886329
3468,Windhaven Investment Management,Massachusetts,HACK,financial,419.0,"Windhaven Investment discovered a breach of their server in August of 2013.  Client names, account numbers, custodians, investment positions, and other account information may have been accessed by an unauthorized party.  The breach may have occurred earlier than August.  At least 419 New Hampshire residents were affected.  The total number of people affected nationwide was not revealed.",2013,42.360083,-71.05888
3469,Tri-State Surgical Associates,Maryland,INSD,medical,433.0,"An unauthorized staff member provided a physician with the information of 433 patients on July 18.  The information included names, Social Security numbers, addresses, phone numbers for home and work, dates of birth, sex, languages spoken, employers, emergency contacts, emergency phone numbers, emergency contact relationship, guarantor information, and insurance information.",2013,39.606779,-75.833272
3470,"University of California, San Francisco",California,PHYS,medical,3553.0,"On September 9, 2013, both an unencrypted personal laptop computer containing electronic protected health information (ePHI) and paper documents that contained PHI were stolen out of a workforce member’s locked car. The laptop contained unencrypted ePHI pertaining to 3,541 individuals, and the paper documents contained PHI for 31 patients. The types of PHI involved in the breach included patients’ names, addresses, dates of birth, medical record numbers, social security numbers, diagnoses, conditions, dates of service, lab results, medications, and other treatment-related PHI. The covered entity (CE), the University of California San Francisco, provided breach notification to HHS, affected individuals, and the media.  Following the breach the CE retrained the workforce members on encryption, use of email on personal devices, and best practices for sharing PHI documents via email.  OCR obtained assurances that the CE implemented the corrective actions noted above.  
Location of breached information: Laptop, Paper/Films
Business associate present: No
",2013,36.778261,-119.417932
3471,"Reconstructive Orthopaedic Associates II, P.C. d/b/a Rothman Institute",Pennsylvania,PHYS,medical,2350.0,"An employee removed paper copies of daily patient schedules and two medical reports from the covered entity's (CE) transcription processing department without authorization upon her termination from employment.  Approximately 2,300 individuals were affected by the breach.  The protected health information (PHI) involved in the breach included patient names, telephone numbers, appointment dates and times, dates of birth, reasons for visits, visit sites, assigned staff/physician, chart numbers, insurance company codes and copays, encounter numbers, and treatment information.  The CE provided breach notification to HHS, the media and affected individuals and provided one year of free credit monitoring to those requested it.  Following the breach, the CE cooperated with local authorities in their arrest and prosecution of the involved employee.  The CE updated its privacy policies and procedures, organized the policies into a HIPAA manual, and retrained 687 employees on its privacy policies and procedures.  In response to OCR's investigation, the CE decided to replace its electronic medical records and practice management systems to improve safeguards for electronic PHI.
Location of breached information: Paper/Films
Business associate present: No
",2013,40.760537,-73.97889
3472,"Mercy Health Systems, Allscripts",Maryland,STAT,medical,25.0,"An unencrypted hard drive was discovered missing on January 14, 2013.  It held the names, health plan beneficiary numbers, diagnoses, medical record numbers, and account numbers of 25 Mercy Health Systems patients.  The hard drive was last seen by Mercy Health Systems' transcription contractor, Allscripts. Mercy Health Systems learned of the issue on February 14, 2013.",2013,39.290385,-76.612189
3473,Comcast Phone,California,UNKN,online,74000.0,"The California Public Utilities Commission launched an investigation into the unauthorized disclosure and publication of Comcast subscribers' unlisted names, telephone numbers and addresses to determine whether Comcast violated the laws, rules, and regulations of California.UPDATE (8/25/2014): An evidentiary hearing has been scheduled in this case for September 2014 to investigate whether or not Comcast broke the law. ",2013,37.827178,-122.291308
3474,Group Health Cooperative,Washington,UNKN,medical,1015.0,"The CE sent an erroneous mailing to 1,105 individuals which displayed protected health information (PHI) in the address window of the envelope.  The PHI involved in the breach included patients’ names, medical record numbers, diagnoses, and addresses.  The CE provided breach notification to HHS, affected individuals, and the media.  Following the breach, the CE reviewed, updated and implemented applicable procedures to correct the causes of this incident.  In response to OCR’s investigation, CE provided documentation of the corrective actions taken.
Location of breached information: Paper/Films
Business associate present: No
",2013,40.760537,-73.97889
3475,Healthcare Management System,Tennessee,DISC,medical,4330.0,"\N
Location of breached information: Paper/Films
Business associate present: Yes
",2013,40.760537,-73.97889
